餐厅名称,餐厅图片,菜品类型,推荐菜品,餐厅地址,经度,纬度,附近交通,餐厅电话,开放时间,必吃指数,人均消费,排队情况,附近景点
le,,法式/国际菜,葡萄酒,上海市太仓路181弄新天地北里23号楼，黄浦区,121.4741,31.2213,地铁10/13号线新天地站,,周一至周日全天,5,180,无排队,新天地
le,,法式/国际菜,蔬菜拼盘,上海市太仓路181弄新天地北里23号楼，黄浦区,121.4741,31.2213,地铁10/13号线新天地站,,周一至周日全天,5,180,无排队,新天地
上海滩,,本帮菜,冷盤,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
上海滩,,本帮菜,幹煎帶魚,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
上海滩,,本帮菜,燜鴨,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
上海滩,,本帮菜,紅燒肉,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
上海滩,,本帮菜,素麵,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
上海滩,,本帮菜,膏蟹,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
上海滩,,本帮菜,醬爆螺絲,上海市黄浦区太仓路181弄新天地北里11号楼,121.4735,31.2278,地铁10/13号线新天地站,021-63111234,"11:30-14:00,17:30-22:00",5,300,"中等,需提前预订",新天地
丰泉餐厅,,中菜,汤品,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,炒菜,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,烤鸭,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,特色点心,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,粤菜,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,红烧肉,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,经典粤菜,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,虾仁馄饨,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,蟹粉豆腐,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
丰泉餐厅,,中菜,面食,上海市太仓路181弄12号，黄浦区,121.4749,31.2206,地铁10/13号线新天地站,,周一至周日全天,5,90,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,丸子,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,海鲜,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,牛肉,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,特色火锅底料,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,羊肉,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,菌菇,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,蔬菜,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,虾滑,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,豆腐,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
尚坊火锅（新天地分店）,,火锅,鲜鱼,上海市太仓路68号1/2楼，黄浦区,121.4772,31.222,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,叉烧包,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,叉烧饭,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,港式奶茶,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,烤鹅,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,烧卖,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,牛腩面,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,虾饺,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,蛋挞,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,鸡腿饭,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新吉士酒楼,,粤菜/港式菜,鸡蛋仔,上海市太仓路181弄，黄浦区,121.4752,31.2212,地铁10/13号线新天地站,,周一至周日全天,5,100,中等排队,新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,主菜,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,冷盘,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,咖啡,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,松露料理,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,法式大餐,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,海鲜,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,牛排,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,甜品,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,精选葡萄酒,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
新天地朗廷酒店凯旋餐厅,,国际菜/高级法式,高级甜点,上海市马当路99号，黄浦区,121.474,31.2216,地铁10/13号线新天地站,,根据酒店营业时间,5,300,"无排队,需预订",新天地
采蝶轩,,粤菜,叉燒包,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
采蝶轩,,粤菜,燒賣,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
采蝶轩,,粤菜,粥品,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
采蝶轩,,粤菜,粵菜,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
采蝶轩,,粤菜,蒸餃,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
采蝶轩,,粤菜,蛋撻,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
采蝶轩,,粤菜,點心,上海市黄浦区兴业路123弄新天地南里1层,121.4726,31.2271,地铁10/13号线新天地站,021-63112288,10:00-22:00,5,100,低,新天地
Shake Shack新天地,,美式汉堡/快餐,milkshake,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,冷饮,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,各式汉堡,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,奶昔,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,快餐套餐,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,热狗,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,牛肉汉堡,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,精品汉堡,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,薯条,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Shake Shack新天地,,美式汉堡/快餐,鸡肉汉堡,上海市太仓路181号新天地，黄浦区,121.4751,31.2209,地铁10/13号线新天地站,,周一至周日全天,4,50,"中等排队,特别时段排队长",新天地
Starbucks Coffee新天地,,咖啡/西餐,三明治,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,冰淇淋,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,冷饮,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,卡布基诺,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,咖啡,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,拿铁,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,沙拉,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,热饮,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,糕点,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
Starbucks Coffee新天地,,咖啡/西餐,蛋糕,"上海市新天地太仓路181弄,黄浦区",121.4747,31.2217,地铁10/13号线新天地站,,08:00-21:00,4,40,"中等排队,早晨排队",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,叉烧,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,港式点心,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,烤鹅,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,烧卖,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,牛腩面,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,糖水,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,虾饺,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,蛋挞,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,鸡腿饭,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
和平饭店新雅粤菜馆,,粤菜/港式菜,鸡蛋仔,上海市南京西路华山路，黄浦区,121.4756,31.2198,地铁10/13号线新天地站,021 6388 8888,11:00-22:00,4,120,"中等排队,需预订",新天地
宝莱纳餐厅,,国际菜,前菜,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,各国菜肴,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,咖啡,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,意面,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,汉堡,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,沙拉,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,海鲜,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,烤肉,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,甜点,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
宝莱纳餐厅,,国际菜,鸡尾酒,上海市太仓路181弄19号，黄浦区,121.4746,31.2203,地铁10/13号线新天地站,,周一至周日全天,4,120,无排队到中等排队,新天地
新吉士上海菜,,上海菜,八宝鸭,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,叉烧,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,本帮菜,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,松鼠鱼,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,糖醋排骨,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,红烧肉,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,虾仁馄饨,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,蟹粉豆腐,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,蟹黄面,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
新吉士上海菜,,上海菜,馄饨面,上海市太仓路181弄新天地北里9号楼，黄浦区,121.4752,31.2213,地铁10/13号线新天地站,,周一至周日全天,4,80,中等排队,新天地
鼎泰丰(新天地),,台湾菜,排骨炒飯,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,榨菜肉絲湯,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,紅油抄手,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,蝦仁小籠包,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,蟹粉小籠包,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,豬肉小籠包,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,酸辣湯,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
鼎泰丰(新天地),,台湾菜,鮮蝦雲吞,上海市黄浦区马当路245号新天地时尚购物中心2楼,121.4728,31.2265,地铁10/13号线新天地站,021-63116886,10:00-22:00,4,120,高峰期排队30-60分钟,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,意面,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,汉堡,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,沙拉,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,海鲜,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,烤肉,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,烧烤,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,牛排,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,甜点,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,葡萄酒,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
Kabb Bar & Grill,,欧美烤肉/酒吧,鸡尾酒,上海市太仓路181号新天地，黄浦区,121.4746,31.2212,地铁10/13号线新天地站,,周一至周日全天,3,150,无排队到中等排队,新天地
麦当劳新天地,,快餐,三明治,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,儿童套餐,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,冰淇淋,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,奶昔,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,快餐组合,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,汉堡,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,沙拉,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,炸鸡,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,热狗,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
麦当劳新天地,,快餐,薯条,"上海市太仓路181号新天地,黄浦区",121.4748,31.2215,地铁10/13号线新天地站,,09:00-23:00,3,30,"中等排队,快餐高峰期长队",新天地
湧興飯莊,,本帮菜,本幫菜,上海市青浦区朱家角镇北大街56号,121.0582,31.1085,朱家角1路/青浦17路公交,021-59244567,11:00-21:00,5,120,低,朱家角古镇
湧興飯莊,,本帮菜,河鮮,上海市青浦区朱家角镇北大街56号,121.0582,31.1085,朱家角1路/青浦17路公交,021-59244567,11:00-21:00,5,120,低,朱家角古镇
湧興飯莊,,本帮菜,清蒸白水魚,上海市青浦区朱家角镇北大街56号,121.0582,31.1085,朱家角1路/青浦17路公交,021-59244567,11:00-21:00,5,120,低,朱家角古镇
湧興飯莊,,本帮菜,紅燒鱔筒,上海市青浦区朱家角镇北大街56号,121.0582,31.1085,朱家角1路/青浦17路公交,021-59244567,11:00-21:00,5,120,低,朱家角古镇
湧興飯莊,,本帮菜,臭豆腐,上海市青浦区朱家角镇北大街56号,121.0582,31.1085,朱家角1路/青浦17路公交,021-59244567,11:00-21:00,5,120,低,朱家角古镇
湧興飯莊,,本帮菜,農家白斬雞,上海市青浦区朱家角镇北大街56号,121.0582,31.1085,朱家角1路/青浦17路公交,021-59244567,11:00-21:00,5,120,低,朱家角古镇
漕溪人家酒楼,,本帮菜,塔菜冬筍,上海市青浦区朱家角镇北大街18号,121.0585,31.1088,朱家角1路/青浦17路公交,021-59242345,11:00-21:00,5,100,低-中等,朱家角古镇
漕溪人家酒楼,,本帮菜,本幫菜,上海市青浦区朱家角镇北大街18号,121.0585,31.1088,朱家角1路/青浦17路公交,021-59242345,11:00-21:00,5,100,低-中等,朱家角古镇
漕溪人家酒楼,,本帮菜,河蝦,上海市青浦区朱家角镇北大街18号,121.0585,31.1088,朱家角1路/青浦17路公交,021-59242345,11:00-21:00,5,100,低-中等,朱家角古镇
漕溪人家酒楼,,本帮菜,清蒸白水魚,上海市青浦区朱家角镇北大街18号,121.0585,31.1088,朱家角1路/青浦17路公交,021-59242345,11:00-21:00,5,100,低-中等,朱家角古镇
